-1.03125,0.09375,-0.03125,-0.78125,-1.515625,-2.40625,lying
-1.015625,0.09375,-0.0625,-0.96875,-1.296875,-1.90625,lying
-1.0625,0.09375,-0.046875,-0.921875,-0.96875,-1.515625,lying
-1.0625,0.078125,-0.015625,-0.75,-0.796875,-1.359375,lying
-1.03125,0.078125,0.0,-0.453125,-0.453125,-1.21875,lying
-1.015625,0.078125,0.0,-0.171875,-0.203125,-1.046875,lying
-1.03125,0.09375,0.046875,0.078125,0.09375,-0.796875,lying
-1.140625,0.0625,0.09375,0.328125,0.4375,-0.578125,lying
-1.0,0.09375,0.046875,0.34375,0.46875,-0.46875,lying
-0.78125,0.0625,-0.03125,0.265625,0.390625,-0.46875,lying
-0.671875,0.046875,0.015625,0.265625,0.25,-0.5,lying
-0.796875,0.109375,0.125,0.3125,0.078125,-0.46875,lying
-0.96875,0.1875,0.15625,0.34375,-0.109375,-0.484375,lying
-1.140625,0.1875,0.09375,0.28125,-0.265625,-0.5625,lying
-1.265625,0.140625,0.0625,0.109375,-0.421875,-0.6875,lying
-1.375,0.0625,0.0,-0.046875,-0.5625,-0.796875,lying
-1.21875,0.078125,-0.015625,-0.125,-0.71875,-0.796875,lying
-0.984375,0.125,-0.046875,-0.125,-0.8125,-0.765625,lying
-0.96875,0.109375,-0.09375,-0.09375,-0.828125,-0.75,lying
-1.0,0.078125,-0.109375,-0.046875,-0.859375,-0.828125,lying
-1.03125,0.046875,-0.078125,0.0,-0.890625,-0.984375,lying
-1.046875,0.0625,-0.015625,0.0,-0.953125,-1.125,lying
-1.078125,0.09375,0.03125,-0.109375,-0.8125,-1.28125,lying
-1.046875,0.0625,0.078125,-0.125,-0.625,-1.265625,lying
-0.9375,0.03125,0.109375,-0.078125,-0.484375,-1.25,lying
-0.84375,0.046875,0.125,-0.03125,-0.375,-1.21875,lying
-0.8125,0.078125,0.15625,-0.03125,-0.296875,-1.171875,lying
-0.828125,0.09375,0.15625,-0.0625,-0.234375,-1.109375,lying
-0.875,0.109375,0.140625,-0.09375,-0.171875,-1.03125,lying
-0.9375,0.109375,0.125,-0.140625,-0.15625,-0.984375,lying
-1.0,0.109375,0.109375,-0.15625,-0.15625,-0.90625,lying
-1.046875,0.109375,0.078125,-0.15625,-0.15625,-0.84375,lying
-1.0625,0.109375,0.0625,-0.109375,-0.171875,-0.78125,lying
-1.078125,0.125,0.0625,-0.0625,-0.1875,-0.765625,lying
-1.078125,0.140625,0.046875,-0.03125,-0.234375,-0.75,lying
-1.0625,0.140625,0.046875,0.0,-0.3125,-0.734375,lying
-1.046875,0.140625,0.046875,0.015625,-0.390625,-0.734375,lying
-1.03125,0.125,0.078125,0.015625,-0.453125,-0.765625,lying
-1.03125,0.125,0.09375,0.0,-0.5,-0.828125,lying
-1.046875,0.109375,0.09375,-0.015625,-0.546875,-0.90625,lying
-1.046875,0.09375,0.09375,-0.0625,-0.546875,-0.953125,lying
-1.03125,0.09375,0.078125,-0.09375,-0.546875,-1.0,lying
-1.0,0.09375,0.078125,-0.109375,-0.515625,-1.015625,lying
-0.984375,0.078125,0.0625,-0.109375,-0.453125,-1.015625,lying
-0.953125,0.078125,0.0625,-0.09375,-0.359375,-1.015625,lying
-0.953125,0.09375,0.0625,-0.078125,-0.265625,-1.015625,lying
-0.984375,0.09375,0.0625,-0.0625,-0.203125,-1.015625,lying
-1.0,0.09375,0.078125,-0.046875,-0.171875,-1.015625,lying
-1.0,0.09375,0.0625,-0.046875,-0.15625,-1.0,lying
-1.0,0.09375,0.046875,-0.0625,-0.1875,-0.984375,lying
-1.0,0.078125,0.046875,-0.078125,-0.21875,-0.96875,lying
-0.984375,0.078125,0.046875,-0.09375,-0.265625,-0.9375,lying
-1.0,0.078125,0.03125,-0.109375,-0.3125,-0.90625,lying
-1.0,0.078125,0.03125,-0.109375,-0.34375,-0.890625,lying
-1.0,0.0625,0.046875,-0.09375,-0.359375,-0.875,lying
-1.015625,0.078125,0.0625,-0.0625,-0.359375,-0.875,lying
-1.015625,0.078125,0.078125,-0.015625,-0.34375,-0.90625,lying
-1.015625,0.078125,0.078125,0.015625,-0.328125,-0.921875,lying
